Big VQE:
    COBYLA_5 1.1949299303576186 0.08134306515590861
    SLSQP_5 2.8998465346927698 0.4190392368170657
    trust-constr_5 3.017272920800864 0.14077709018923712
    SPSA_5 1.0104113792127827 0.2379505538722062
    Nelder-Mead_10 2.4897866578114485 0.5203978290362303
    Powell_10 2.7635551222038632 0.1551963496852613
    CG_10 2.8581064112105663 0.23680752645823788
    BFGS_10 3.009046921910085 0.5701753920039088
    L-BFGS-B_10 3.699317008540956 0.289479593459822
    TNC_10 2.6013479520045966 0.12585626223168123
    COBYLA_10 2.678560267643638 0.6650597739788278
    SLSQP_10 3.034573513247338 0.4816267445436504
    trust-constr_10 2.6112057520950946 0.027893757358316007
    SPSA_10 2.576376280167211 0.3435795345813635
    Adam_5_0.0001 2.8519214408982902 0.03765513292669387
    Adam_5_0.001 1.6915464975724932 0.5492061764113232
    Adam_5_0.01 0.33651578149801 0.025284717144586244
    Adam_5_0.1 0.10993921123490558 0.039656008283513566
    AMSGrad_5_0.0001 3.433648332598225 0.5338270514092411
    AMSGrad_5_0.001 1.4908946064293331 0.33517701549253887
    AMSGrad_5_0.01 0.32780918115474544 0.29204385148153844
    AMSGrad_5_0.1 0.06349838114592532 0.01182435811336302
    Adadelta_5_0.0001 2.4258486992997996 0.24499105541057342
    Adadelta_5_0.001 2.684845870060779 0.021182249505687922
    Adadelta_5_0.01 2.6100032394321024 0.23063137511899412
    Adadelta_5_0.1 2.010479139133993 0.3184456436212275
    Adagrad_5_0.0001 3.0144024687980524 0.23362447526992436
    Adagrad_5_0.001 2.2334743633824212 0.24653088959005776
    Adagrad_5_0.01 2.664971047652253 0.5496968099532502
    Adagrad_5_0.1 0.23603256032692044 0.04357541604764337
    Adamax_5_0.0001 2.0490968192526644 0.22575370118168503
    Adamax_5_0.001 2.512599080083155 0.34082273629807713
    Adamax_5_0.01 0.7000437105505157 0.3032224681622324
    Adamax_5_0.1 0.15118855407163578 0.03685657715087065
    Ftrl_5_0.0001 3.6051889976824842 0.2263343211028628
    Ftrl_5_0.001 2.597061157484406 0.16891813702708114
    Ftrl_5_0.01 1.9629193089514867 0.26025496397897574
    Ftrl_5_0.1 0.4584596043761351 0.10514560639988546
    Nadam_5_0.0001 3.333128990979123 0.4217749946892082
    Nadam_5_0.001 1.9707263082303996 0.004713602565970421
    Nadam_5_0.01 0.1415686984205914 0.04773512093015986
    Nadam_5_0.1 0.6294211252830704 0.3932950850660166
    RMSProp_5_0.0001 2.701545094097666 0.6191570816726342
    RMSProp_5_0.001 2.478021855861739 0.13994448060961817
    RMSProp_5_0.01 0.29137034613426516 0.017407806341436904
    RMSProp_5_0.1 0.228069686758829 0.054547095623934894
    SGD_5_0.0001 2.5668749072971933 0.4876660118792773
    SGD_5_0.001 2.5863172651724566 0.06043716863043369
    SGD_5_0.01 1.5762527103249768 0.5312166703538876
    SGD_5_0.1 0.45463117452681034 0.30403767184207675
    Adam_10_0.0001 2.9157634275295874 0.2949850280171913
    Adam_10_0.001 2.2110837346230783 0.4991037522324202
    Adam_10_0.01 1.0963616946832344 0.17546335670294022
    Adam_10_0.1 1.0793045323546884 0.5043295237924581
    AMSGrad_10_0.0001 2.614553976137052 0.12081600831244432
    AMSGrad_10_0.001 2.4594872039915643 0.09246683441353087
    AMSGrad_10_0.01 0.9611837124265652 0.2732453852097543
    AMSGrad_10_0.1 0.9211726752554736 0.3808002460103608
    Adadelta_10_0.0001 3.45815173997149 0.5842825499149913
    Adadelta_10_0.001 3.197491577774108 0.244479676192765
    Adadelta_10_0.01 2.165727373079976 0.348397288594255
    Adadelta_10_0.1 2.847943602441988 0.2848620638290522
    Adagrad_10_0.0001 3.1680965651069153 0.01781993722535269
    Adagrad_10_0.001 2.9936853352677826 0.07143386973090338
    Adagrad_10_0.01 2.326879773303254 0.060750635961342336
    Adagrad_10_0.1 1.070733020124476 0.0261124618821601
    Adamax_10_0.0001 2.740582500658666 0.2605283554310933
    Adamax_10_0.001 2.7829208702144093 0.1641182110498458
    Adamax_10_0.01 2.39007001392709 0.31472860215923193
    Adamax_10_0.1 1.0837626776572482 0.0989640420818283
    Ftrl_10_0.0001 2.5265960047832667 0.004379991544165351
    Ftrl_10_0.001 2.8843626376250002 0.4123173021587405
    Ftrl_10_0.01 2.6774843585283525 0.15583224552840336
    Ftrl_10_0.1 2.2902359838384996 0.2736500966795059
    Nadam_10_0.0001 2.804338069459748 0.15428935907926666
    Nadam_10_0.001 2.210325768761584 0.044727534557982285
    Nadam_10_0.01 0.5232449840988903 0.016314972409550488
    Nadam_10_0.1 1.0277153203903482 0.12260614511706558
    RMSProp_10_0.0001 2.3531648678159813 0.0950878989678332
    RMSProp_10_0.001 3.2349302365249453 0.49544686571343455
    RMSProp_10_0.01 1.7572234805737903 0.3489801884452355
    RMSProp_10_0.1 0.7759440018176693 0.10910811563415801
    SGD_10_0.0001 3.736529387412112 0.163889721025688
    SGD_10_0.001 2.7869156557578094 0.49565402864932295
    SGD_10_0.01 2.7666014621825266 0.37007819208768433
    SGD_10_0.1 2.5267352991740255 0.12359201202067749

QAOA p=1:
    Nelder-Mead0 -0.25333333512147266 0.14477876024863529
    Powell0 -0.15166667701366046 0.18807328
    CG0 2.6909999549388885 1.7109934
    BFGS0 2.964000145594279 0.07430113554682495
    L-BFGS-B0 3.582666556040446 0.61359733
    TNC0 3.0976667404174805 0.29941094
    COBYLA0 -0.11566667320827644 0.11867697409332098
    SLSQP0 4.559333165486653 0.4528653
    trust-constr0 0.7600000202655792 1.1728959
    SPSA0 -0.30133333802223206 0.0032998244
    Nelder-Mead1 -0.5949999789396921 0.32186127490364186
    Powell1 -0.32933330287535983 0.33072075
    CG1 2.5186666349569955 3.5248039
    BFGS1 1.830333451430003 1.9984299032721233
    L-BFGS-B1 3.0236666947603226 3.0668013
    TNC1 0.8286665976047516 0.8606858
    COBYLA1 0.006333336854974429 0.07306769104526309
    SLSQP1 3.2203334172566733 3.8842535
    trust-constr1 0.36666662742694217 0.2672755
    SPSA1 0.13633333643277487 0.02397685
    Nelder-Mead2 -0.7816666314999262 0.7345516605100924
    Powell2 -0.0979999986787637 0.047123946
    CG2 0.3736666416128476 0.39185144844152203
    BFGS2 4.193666681647301 4.822639135879383
    L-BFGS-B2 1.0806667542395492 1.4078197
    TNC2 -0.005000011374553044 0.12499601
    COBYLA2 -0.021666663388411205 0.05443242312397137
    SLSQP2 0.7990000015124679 0.8987818
    trust-constr2 0.5786666323741277 0.8616481
    SPSA2 0.01966667299469312 0.039347447
    Adam_0_0.0001 2.5879999796549478 0.3836803
    Adam_0_0.001 1.2706666837135951 1.013279
    Adam_0_0.01 -0.1256666835397482 0.15134585
    Adam_0_0.1 0.9356667175889015 1.5363964
    AMSGrad_0_0.0001 2.656333406766256 0.82381076
    AMSGrad_0_0.001 2.0626665577292442 1.4233795
    AMSGrad_0_0.01 0.6506666891897718 1.1687721
    AMSGrad_0_0.1 -0.02066666881243388 0.023612615
    Adadelta_0_0.0001 3.045333464940389 0.9900999
    Adadelta_0_0.001 3.0353333950042725 0.53383046
    Adadelta_0_0.01 2.365000069141388 1.5596118
    Adadelta_0_0.1 2.6883333126703897 0.90420854
    Adagrad_0_0.0001 2.5740000009536743 1.7600758
    Adagrad_0_0.001 2.2660000113149485 1.6177838
    Adagrad_0_0.01 2.063666661580404 1.6437937
    Adagrad_0_0.1 -0.21566669022043547 0.15645306
    Adamax_0_0.0001 3.043999989827474 0.7177131
    Adamax_0_0.001 2.098000074426333 1.4363261
    Adamax_0_0.01 2.740666667620341 1.3006487
    Adamax_0_0.1 -0.08299999497830868 0.14852832
    Ftrl_0_0.0001 2.771666705608368 1.6242925
    Ftrl_0_0.001 1.725999874373277 1.9652424
    Ftrl_0_0.01 0.2686666753143072 0.3468836
    Ftrl_0_0.1 -0.11833333161969979 0.1753365
    Nadam_0_0.0001 2.348666707674662 1.325285
    Nadam_0_0.001 0.7429999709129333 1.0900239
    Nadam_0_0.01 0.6303333515922228 1.1813298
    Nadam_0_0.1 0.7513332578043143 1.2535322
    RMSProp_0_0.0001 2.019666761159897 1.18423
    RMSProp_0_0.001 3.398333509763082 1.3313434
    RMSProp_0_0.01 0.567000021537145 1.2339015
    RMSProp_0_0.1 0.712333378692468 1.151203
    SGD_0_0.0001 0.543666660785675 0.114651114
    SGD_0_0.001 0.2993333712220192 0.5422327
    SGD_0_0.01 -0.1373333310087522 0.15223081
    SGD_0_0.1 2.2756666938463845 0.97490937
    Adam_1_0.0001 0.11099999646345775 0.026981495
    Adam_1_0.001 0.045333328346411385 0.13180877
    Adam_1_0.01 0.06633333303034306 0.039338987
    Adam_1_0.1 0.05066666938364506 0.038473662
    AMSGrad_1_0.0001 1.3426666433612506 1.1317145
    AMSGrad_1_0.001 0.06966666877269745 0.06132066
    AMSGrad_1_0.01 -0.19899999350309372 0.2920171
    AMSGrad_1_0.1 0.059666664650042854 0.02917
    Adadelta_1_0.0001 1.2070000370343525 0.68411165
    Adadelta_1_0.001 3.880667040745417 3.3421946
    Adadelta_1_0.01 0.31566668550173443 0.18294686
    Adadelta_1_0.1 1.3419999058047931 1.7633132
    Adagrad_1_0.0001 2.103333135445913 2.833024
    Adagrad_1_0.001 0.6846666286389033 0.7264802
    Adagrad_1_0.01 -0.018666644891103108 0.6022515
    Adagrad_1_0.1 -0.4223333348830541 0.32977805
    Adamax_1_0.0001 0.804333413640658 0.62208277
    Adamax_1_0.001 0.07866666590174039 0.07292614
    Adamax_1_0.01 0.06499998271465302 0.11658759
    Adamax_1_0.1 0.05366666615009308 0.08035892
    Ftrl_1_0.0001 4.087000131607056 3.871105
    Ftrl_1_0.001 2.6566667954126992 1.1806713
    Ftrl_1_0.01 -0.3683333545923233 0.41504404
    Ftrl_1_0.1 -0.45999998102585477 0.40693077
    Nadam_1_0.0001 0.5519999861717224 0.8663132
    Nadam_1_0.001 -0.48366666461030644 0.32437667
    Nadam_1_0.01 0.014666670933365822 0.045879066
    Nadam_1_0.1 -0.013999998569488525 0.04726521
    RMSProp_1_0.0001 0.6480000565449396 0.69170666
    RMSProp_1_0.001 0.40566672446827096 0.5008489
    RMSProp_1_0.01 0.10299999577303727 0.06628726
    RMSProp_1_0.1 -0.00599999725818634 0.09448809
    SGD_1_0.0001 -0.10166666905085246 0.17970778
    SGD_1_0.001 0.355333353082339 0.53049
    SGD_1_0.01 0.10600000371535619 0.02727637
    SGD_1_0.1 0.08966666646301746 0.077568606
    Adam_2_0.0001 1.5256666814287503 1.7521096
    Adam_2_0.001 -0.8323333834608396 0.63243675
    Adam_2_0.01 -0.4666666841755311 0.62343264
    Adam_2_0.1 -0.014666657894849777 0.05552977
    AMSGrad_2_0.0001 1.3803332820534706 0.9626035
    AMSGrad_2_0.001 -0.42533331116040546 0.62588674
    AMSGrad_2_0.01 -0.4090000092983246 0.5550153
    AMSGrad_2_0.1 0.0843333409478267 0.06596128
    Adadelta_2_0.0001 2.759333483874798 2.9225526
    Adadelta_2_0.001 0.20266665269931158 0.1867446
    Adadelta_2_0.01 0.5626666670044264 0.5054333
    Adadelta_2_0.1 1.6426666515568893 2.2488434
    Adagrad_2_0.0001 4.468333085378011 2.3695247
    Adagrad_2_0.001 3.6190003554026284 3.219229
    Adagrad_2_0.01 -0.20999998319894075 0.52151
    Adagrad_2_0.1 -0.4689999495943387 0.6079149
    Adamax_2_0.0001 3.5183331916729608 4.4305015
    Adamax_2_0.001 0.7766666114330292 0.9290124
    Adamax_2_0.01 -0.8813333809375763 0.5590977
    Adamax_2_0.1 0.012333333492279053 0.0633
    Ftrl_2_0.0001 3.5780000711480775 3.4834518
    Ftrl_2_0.001 4.814666032791138 5.0574903
    Ftrl_2_0.01 -0.7466666102409363 0.81648284
    Ftrl_2_0.1 -1.2149999936421711 0.046094194
    Nadam_2_0.0001 1.1453335111339886 2.3870742
    Nadam_2_0.001 -0.4273332978288333 0.6367837
    Nadam_2_0.01 -0.42533330991864204 0.67226297
    Nadam_2_0.1 0.03200000027815501 0.058005743
    RMSProp_2_0.0001 7.23999880750974 5.959076
    RMSProp_2_0.001 0.05133333119253317 0.051880207
    RMSProp_2_0.01 -0.9116667049626509 0.62303364
    RMSProp_2_0.1 -0.13866665959358215 0.2089407
    SGD_2_0.0001 -0.404999942984432 0.5806243
    SGD_2_0.001 -0.39166663338740665 0.6382446
    SGD_2_0.01 -0.02333333094914754 0.053424913
    SGD_2_0.1 0.051333339884877205 0.057412736

QAOA p=4:
    Nelder-Mead0 -0.4923333500822385 0.40178299529158296
    Powell0 -0.8616666595141093 0.05983498
    CG0 2.1116666396458945 0.7846418727223181
    BFGS0 2.4163333972295127 0.6852980778300986
    L-BFGS-B0 2.9619999726613364 0.6476404
    TNC0 1.1173333525657654 0.33108437
    COBYLA0 -0.2293333262205124 0.09402244461367416
    SLSQP0 2.20466677347819 1.437337
    trust-constr0 0.5393333515773217 0.40000364
    SPSA0 2.0943333407243094 1.3883135
    Adam_0_0.0001 0.505333368976911 0.63927376
    Adam_0_0.001 -0.7480000058809916 0.32598874
    Adam_0_0.01 -1.0203333695729573 0.010964608
    Adam_0_0.1 -0.9830000201861063 0.015513471
    AMSGrad_0_0.0001 0.6996666342020035 0.6805891
    AMSGrad_0_0.001 -0.9346666733423868 0.0691199
    AMSGrad_0_0.01 -0.8333333233992258 0.24984972
    AMSGrad_0_0.1 -1.0033333698908489 0.049546864
    Adadelta_0_0.0001 1.61299995581309 0.12223198
    Adadelta_0_0.001 1.2130000727872055 0.8774194
    Adadelta_0_0.01 1.147000014781952 1.3304528
    Adadelta_0_0.1 1.9163333177566528 0.93826836
    Adagrad_0_0.0001 0.38900001843770343 1.4399288
    Adagrad_0_0.001 2.3096665938695273 1.1124334
    Adagrad_0_0.01 -0.893333355585734 0.10778167
    Adagrad_0_0.1 -0.9933332999547323 0.033559192
    Adamax_0_0.0001 0.7846666673819224 0.9626756
    Adamax_0_0.001 -0.014000003536542257 0.83435047
    Adamax_0_0.01 -1.0166666905085247 0.013021405
    Adamax_0_0.1 -0.9913333853085836 0.034296118
    Ftrl_0_0.0001 1.6330000435312588 1.5282598
    Ftrl_0_0.001 1.8830000162124634 0.9344884
    Ftrl_0_0.01 -0.972333292166392 0.01791339
    Ftrl_0_0.1 -0.9900000095367432 0.02475208
    Nadam_0_0.0001 0.9810000856717428 1.2577332
    Nadam_0_0.001 -0.9823333621025085 0.028394064
    Nadam_0_0.01 -1.031000057856242 0.022464814
    Nadam_0_0.1 -0.9006666342417399 0.06987767
    RMSProp_0_0.0001 2.427666664123535 1.4290012
    RMSProp_0_0.001 0.39966676632563275 1.4640305
    RMSProp_0_0.01 -0.9946666757265726 0.009672417
    RMSProp_0_0.1 -0.5979999701182047 0.030011093
    SGD_0_0.0001 -0.6809999744097391 0.0753171
    SGD_0_0.001 -0.8300000031789144 0.24410243
    SGD_0_0.01 -0.981333335240682 0.035159964
    SGD_0_0.1 2.4356667598088584 1.4648727

Excited State: 
    Nelder-Mead_1 0.9695117870966593 0.00019779437923026795
    Powell_1 0.9682684143384298 8.942537e-05
    CG_1 0.9990087747573853 0.011454729111722144
    BFGS_1 1.0071473519007366 0.011913906466541673
    L-BFGS-B_1 0.990177849928538 0.004692088
    TNC_1 1.0020836393038433 0.0044423467
    COBYLA_1 0.9684267441431681 7.196503863882497e-05
    SLSQP_1 0.9950431783994039 0.01284836
    trust-constr_1 0.9681820670763651 7.902516e-05
    SPSA_1 0.988310972849528 0.01696199
    Adam_1_0.0001 1.0030783414840698 0.0012796553
    Adam_1_0.001 1.0013635953267415 0.0002752371
    Adam_1_0.01 1.0004005034764607 0.00026244478
    Adam_1_0.1 1.0023430983225505 0.0012525342
    AMSGrad_1_0.0001 1.002249042193095 0.00025546027
    AMSGrad_1_0.001 1.0012614329655964 0.00062412577
    AMSGrad_1_0.01 1.0004406372706096 4.4226537e-05
    AMSGrad_1_0.1 1.0024432341257732 0.0011374196
    Adadelta_1_0.0001 1.0031002362569172 0.00090305303
    Adadelta_1_0.001 1.003385305404663 0.0011043859
    Adadelta_1_0.01 1.005281885464986 0.0024895435
    Adadelta_1_0.1 1.0021225611368816 0.00096148276
    Adagrad_1_0.0001 1.0024054845174153 0.0012722227
    Adagrad_1_0.001 1.0038482348124187 0.0015105696
    Adagrad_1_0.01 1.0022034247716267 0.00063460396
    Adagrad_1_0.1 1.0002319812774658 0.00011308694
    Adamax_1_0.0001 1.0039019584655762 0.0018249133
    Adamax_1_0.001 1.0030582745869954 0.0012762822
    Adamax_1_0.01 1.0004165172576904 0.0007050863
    Adamax_1_0.1 1.00235116481781 0.0012361001
    Ftrl_1_0.0001 1.0000000596046448 6.0099296e-07
    Ftrl_1_0.001 1.0000553528467815 8.563235e-05
    Ftrl_1_0.01 1.0001471042633057 0.00020837411
    Ftrl_1_0.1 0.9999642570813497 2.6933409e-05
    Nadam_1_0.0001 1.0032470226287842 0.001961957
    Nadam_1_0.001 1.000127335389455 0.00015141984
    Nadam_1_0.01 1.0006859103838603 0.0010892268
    Nadam_1_0.1 1.0033459663391113 0.0006759978
    RMSProp_1_0.0001 1.0026368300120037 0.000554081
    RMSProp_1_0.001 1.0002430280049641 7.0315735e-05
    RMSProp_1_0.01 1.0016639828681946 0.0012820327
    RMSProp_1_0.1 1.00221053759257 0.000430812
    SGD_1_0.0001 1.0032220681508381 0.0009668006
    SGD_1_0.001 1.0044832229614258 0.0024287894
    SGD_1_0.01 1.0031239191691081 0.0004268606
    SGD_1_0.1 1.000735878944397 0.00014557198

Moons:
    Nelder-Mead2 0.4011417031288147 0.020257468895333725
    Powell2 0.36488131682078045 0.0007757885
    CG2 0.8356143832206726 0.08185421215371351
    BFGS2 0.8125987450281779 0.11025947922971117
    L-BFGS-B2 0.7422757148742676 0.097317405
    TNC2 0.6784094969431559 0.07189961
    COBYLA2 0.3790801664193471 0.019058344660739288
    SLSQP2 0.7947439153989156 0.10859209
    trust-constr2 0.708359936873118 0.11396095
    SPSA2 0.48496564229329425 0.016543036
    Nelder-Mead8 0.34522829453150433 0.0011326567615273077
    Powell8 0.3455949624379476 0.0004647405
    CG8 0.7269715666770935 0.05685166742299109
    BFGS8 0.6062524517377218 0.15480234635784137
    L-BFGS-B8 0.80386350552241 0.2200128
    TNC8 0.7331055800120035 0.041858368
    COBYLA8 0.3466872076193492 0.0005317322823432626
    SLSQP8 0.8048451741536459 0.04768708
    trust-constr8 0.7385117808977762 0.16447905
    SPSA8 0.3854636450608571 0.00832923
    Nelder-Mead_16 0.34384840726852417 0.000536111923952383
    Powell_16 0.34496962030728656 0.0005327799
    CG_16 0.6054620643456777 0.12227062412574083
    BFGS_16 0.7346477508544922 0.14559733666465108
    L-BFGS-B_16 0.6480474472045898 0.044500172
    TNC_16 0.7460840344429016 0.16507962
    COBYLA_16 0.34699833393096924 0.00034518449645068845
    SLSQP_16 0.7612081170082092 0.14168653
    trust-constr_16 0.6533223986625671 0.16321091
    SPSA_16 0.34664180874824524 0.0011251076
    Adam_2_0.0001 0.6864681442578634 0.10534002
    Adam_2_0.001 0.6891509890556335 0.09735557
    Adam_2_0.01 0.4588138361771901 0.05385575
    Adam_2_0.1 0.40592097242673236 0.0034344555
    AMSGrad_2_0.0001 0.8769689003626505 0.18883102
    AMSGrad_2_0.001 0.7227197090784708 0.14829598
    AMSGrad_2_0.01 0.4570259253184001 0.062931016
    AMSGrad_2_0.1 0.3691025773684184 0.00073422905
    Adadelta_2_0.0001 0.8528212110201517 0.08284344
    Adadelta_2_0.001 0.817977786064148 0.20454518
    Adadelta_2_0.01 0.9784034490585327 0.22602005
    Adadelta_2_0.1 0.6148176491260529 0.14151575
    Adagrad_2_0.0001 0.6501335700352987 0.061111566
    Adagrad_2_0.001 0.7142867644627889 0.1408051
    Adagrad_2_0.01 0.6054604053497314 0.12621689
    Adagrad_2_0.1 0.4720959464708964 0.04902393
    Adamax_2_0.0001 0.8324706157048544 0.12441925
    Adamax_2_0.001 0.6835028926531473 0.027410978
    Adamax_2_0.01 0.4650711715221405 0.0423995
    Adamax_2_0.1 0.36971094210942584 0.00080951623
    Ftrl_2_0.0001 0.41945602496465045 0.006075995
    Ftrl_2_0.001 0.4188544750213623 0.006354962
    Ftrl_2_0.01 0.5348516205946604 0.11405422
    Ftrl_2_0.1 0.4111880858739217 0.0033724594
    Nadam_2_0.0001 0.8940972288449606 0.095111534
    Nadam_2_0.001 0.7819735010464987 0.16760096
    Nadam_2_0.01 0.42409778634707135 0.040999394
    Nadam_2_0.1 0.4047275384267171 0.050452765
    RMSProp_2_0.0001 0.8182688554128011 0.07138922
    RMSProp_2_0.001 0.8270023862520853 0.11259789
    RMSProp_2_0.01 0.5078130960464478 0.122935005
    RMSProp_2_0.1 0.36924315492312115 0.0005129296
    SGD_2_0.0001 0.8457426826159159 0.19086017
    SGD_2_0.001 0.9675135811169943 0.017958846
    SGD_2_0.01 0.795621414979299 0.19346495
    SGD_2_0.1 0.5160575906435648 0.013355854
    Adam_8_0.0001 0.7442758480707804 0.06444788
    Adam_8_0.001 0.4549456636110942 0.05343233
    Adam_8_0.01 0.3581373592217763 0.005444493
    Adam_8_0.1 0.35698233048121136 0.0045485045
    AMSGrad_8_0.0001 0.6397648255030314 0.061307088
    AMSGrad_8_0.001 0.4274452328681946 0.01889902
    AMSGrad_8_0.01 0.35862240195274353 0.0064970283
    AMSGrad_8_0.1 0.35494198401769 0.0038502302
    Adadelta_8_0.0001 0.938204805056254 0.19182596
    Adadelta_8_0.001 0.6002668539683024 0.06110567
    Adadelta_8_0.01 0.815605084101359 0.0916516
    Adadelta_8_0.1 0.8582521677017212 0.09384444
    Adagrad_8_0.0001 0.727926770846049 0.081040114
    Adagrad_8_0.001 0.7021584908167521 0.19157694
    Adagrad_8_0.01 0.5744463801383972 0.02719128
    Adagrad_8_0.1 0.356621116399765 0.0049724756
    Adamax_8_0.0001 0.659743050734202 0.07413173
    Adamax_8_0.001 0.6814317107200623 0.12015359
    Adamax_8_0.01 0.379271278778712 0.02127916
    Adamax_8_0.1 0.3842207193374634 0.01758577
    Ftrl_8_0.0001 0.5156523187955221 0.068431556
    Ftrl_8_0.001 0.5757333735624949 0.09215424
    Ftrl_8_0.01 0.4592868983745575 0.0067905053
    Ftrl_8_0.1 0.39195288221041363 0.0110709295
    Nadam_8_0.0001 0.6708134412765503 0.1341641
    Nadam_8_0.001 0.4445505539576213 0.042644713
    Nadam_8_0.01 0.3513965706030528 0.00040858216
    Nadam_8_0.1 0.3511507511138916 0.00041539455
    RMSProp_8_0.0001 0.6275464097658793 0.049541607
    RMSProp_8_0.001 0.6219760080178579 0.12440628
    RMSProp_8_0.01 0.35923704504966736 0.010197627
    RMSProp_8_0.1 0.36101300517718 0.0053114663
    SGD_8_0.0001 0.8880328933397929 0.10608581
    SGD_8_0.001 0.6179396410783132 0.13078137
    SGD_8_0.01 0.5987738370895386 0.067970805
    SGD_8_0.1 0.3715920348962148 0.0090838345
    Adam_16_0.0001 0.7029712200164795 0.1760606
    Adam_16_0.001 0.3629421790440877 0.007975355
